,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,real sallary,predicted sallary
5675,0.95,0.74,3,212,3,0,0,0,sales,medium,low
14974,0.36,0.54,2,153,3,0,1,0,accounting,medium,low
4324,0.5,0.64,4,213,4,0,0,0,support,low,low
5159,0.65,0.66,5,165,3,0,0,0,support,medium,low
1723,0.11,0.87,6,280,4,0,1,0,technical,low,low
5611,0.95,0.64,3,138,4,1,0,0,technical,low,low
14379,0.32,0.5,2,135,5,0,1,0,sales,low,low
781,0.91,0.96,4,232,5,0,1,0,sales,low,low
3563,0.85,0.89,4,251,2,0,0,0,support,low,low
4574,0.7,0.98,4,194,2,0,0,0,IT,medium,low
7396,0.53,0.61,4,198,2,0,0,0,product_mng,low,low
12246,0.37,0.48,2,159,3,0,1,0,sales,low,low
8100,0.71,0.53,5,162,2,0,0,0,sales,low,low
3918,0.38,0.5,2,187,2,1,0,0,sales,medium,low
3797,0.65,0.59,4,192,3,0,0,0,technical,low,low
7866,0.69,0.6,3,139,2,0,0,0,marketing,low,low
3552,0.57,0.99,3,205,3,0,0,0,technical,low,low
12487,0.19,1.0,4,192,4,0,1,0,accounting,low,low
2005,0.36,0.95,3,206,4,0,0,0,sales,low,low
11140,0.55,0.68,3,178,3,1,0,0,technical,high,low
11943,0.85,0.72,3,245,10,0,0,0,accounting,medium,medium
7578,0.51,0.62,2,186,2,0,0,0,sales,low,low
4242,0.73,0.91,3,238,2,0,0,0,technical,medium,low
3438,0.74,0.7,4,167,3,1,0,0,technical,low,low
2967,0.58,0.8,5,187,3,1,0,0,product_mng,low,low
12999,0.6,0.73,5,241,3,0,0,0,sales,high,low
13838,0.97,0.64,4,238,10,1,0,0,product_mng,medium,medium
10761,0.95,0.9,3,186,2,0,0,0,marketing,low,low
9613,0.81,0.54,4,155,4,0,0,0,accounting,high,medium
5352,0.89,0.69,4,137,3,0,0,0,sales,medium,low
14964,0.1,0.97,6,280,4,0,1,0,sales,low,low
14897,0.11,0.92,6,269,4,0,1,0,accounting,medium,low
7725,0.16,0.72,4,192,6,0,0,0,sales,high,medium
4764,0.89,0.75,3,134,3,0,0,0,hr,low,medium
14998,0.37,0.52,2,158,3,0,1,0,support,low,low
9418,0.74,0.51,5,198,3,0,0,0,hr,low,medium
9988,0.89,0.83,5,269,3,0,0,0,IT,low,medium
7264,0.23,0.94,4,142,4,0,0,0,sales,medium,low
2078,0.69,0.57,5,245,2,1,0,0,sales,low,low
3244,0.49,0.98,3,267,2,0,0,0,technical,low,low
3723,0.48,0.73,5,152,6,0,0,0,IT,medium,medium
12970,0.58,0.77,4,140,3,0,0,0,RandD,low,medium
11560,0.2,0.6,5,261,8,0,0,0,sales,medium,medium
5395,0.83,0.5,4,259,2,0,0,0,support,medium,low
1422,0.1,0.82,6,269,4,0,1,0,support,low,low
2434,0.65,0.75,2,151,3,0,0,0,IT,low,low
2253,0.22,0.52,6,175,4,0,0,0,technical,medium,medium
9841,0.86,0.8,5,134,2,0,0,0,IT,low,low
8744,0.12,0.5,5,287,4,0,0,0,technical,low,medium
11739,0.9,0.58,3,244,8,0,0,0,sales,low,medium
5487,0.99,0.72,3,220,2,1,0,0,product_mng,low,low
13409,0.56,0.87,3,146,10,0,0,0,sales,low,medium
6347,0.6,0.45,3,173,2,0,0,0,sales,low,low
4715,0.63,0.57,5,160,2,0,0,0,technical,low,low
2175,0.13,0.59,5,160,5,0,0,0,technical,medium,medium
12942,0.89,0.57,4,176,4,0,0,0,support,high,low
1429,0.87,0.91,4,255,5,0,1,0,support,medium,low
10038,0.98,0.56,3,103,5,0,0,0,technical,medium,medium
5118,0.92,0.91,3,228,2,0,0,1,marketing,medium,medium
13729,0.63,0.93,4,233,3,0,0,0,IT,medium,low
6164,0.72,0.55,4,145,3,0,0,0,technical,low,low
12253,0.87,0.98,4,248,5,0,1,0,sales,low,low
1688,0.41,0.48,2,155,3,0,1,0,marketing,low,low
9204,0.44,0.38,4,128,2,0,0,0,support,low,low
7316,0.17,0.85,3,168,4,0,0,0,IT,low,medium
2703,0.76,0.93,3,271,5,0,0,0,hr,low,medium
11944,0.99,0.68,5,264,10,1,0,0,support,medium,medium
7509,0.39,0.58,3,152,3,1,0,0,accounting,low,medium
2895,0.48,0.56,5,140,2,0,0,0,IT,low,low
1098,0.42,0.48,2,132,3,0,1,0,hr,low,low
14150,0.92,0.7,3,129,3,0,0,1,management,high,high
8232,0.66,0.65,4,244,2,0,0,0,IT,medium,low
11062,0.94,0.95,5,170,3,0,0,0,support,medium,low
754,0.66,0.93,5,253,5,0,1,0,product_mng,low,low
14965,0.45,0.46,2,149,3,0,1,0,sales,low,low
154,0.39,0.48,2,160,3,0,1,0,sales,low,low
6399,0.75,0.55,3,253,6,0,0,0,IT,medium,medium
7155,0.56,0.78,4,193,2,1,0,0,support,low,low
5963,0.62,0.55,3,108,2,1,0,0,sales,medium,low
12212,0.88,1.0,5,219,5,0,1,0,technical,low,low
13826,0.87,0.89,4,225,8,0,0,0,marketing,low,medium
1919,0.72,0.94,4,258,5,0,1,0,sales,low,low
3229,0.83,0.51,5,143,4,0,0,0,sales,medium,low
14819,0.45,0.49,2,134,3,0,1,0,RandD,medium,low
3401,0.72,0.84,4,195,2,0,0,0,technical,low,low
8678,0.13,0.6,3,178,5,0,0,0,support,low,medium
2242,0.7,0.59,4,216,3,0,0,0,accounting,low,medium
14796,0.4,0.51,2,139,3,0,1,0,support,low,low
298,0.45,0.48,2,136,3,0,1,0,product_mng,medium,low
111,0.09,0.85,6,289,4,0,1,0,hr,high,low
12786,0.59,0.73,2,230,3,0,0,0,technical,low,low
13082,0.58,0.48,3,135,3,1,0,0,hr,medium,medium
7236,0.58,0.61,2,191,3,1,0,0,management,low,high
11187,0.49,0.91,4,134,4,0,0,0,accounting,low,medium
13539,0.5,0.52,2,178,2,0,0,0,support,medium,low
2271,0.61,0.55,4,231,3,0,0,0,technical,low,low
14529,0.11,0.94,6,276,4,0,1,0,sales,low,low
4968,0.88,0.96,5,182,4,1,0,0,marketing,medium,medium
4269,0.21,0.72,3,245,6,0,0,0,IT,high,medium
11005,0.19,0.83,5,280,4,0,0,0,RandD,low,medium
6383,0.93,0.95,2,156,3,1,0,0,support,low,low
4443,0.62,0.57,3,174,2,0,0,0,sales,low,low
6150,0.67,0.66,3,151,3,0,0,0,technical,low,low
13721,0.47,0.43,4,246,3,0,0,0,support,low,low
13932,0.98,0.74,4,151,3,0,0,0,sales,medium,low
12640,0.37,0.52,2,128,3,0,1,0,accounting,low,low
12118,0.37,0.57,2,133,3,0,1,0,technical,low,low
13773,0.76,0.79,3,247,3,0,0,0,sales,low,low
13246,0.48,1.0,4,261,3,0,0,0,accounting,low,medium
14086,0.42,0.47,6,174,5,0,0,0,technical,low,medium
5674,0.87,0.76,4,218,2,0,0,0,sales,low,low
13352,0.87,0.55,4,197,3,0,0,0,technical,high,low
7594,0.62,0.58,3,148,2,1,0,0,technical,low,low
11341,0.77,0.91,4,239,3,1,0,0,product_mng,low,low
5716,0.62,0.61,6,103,4,0,0,0,product_mng,medium,low
12831,0.39,0.37,5,156,4,0,0,0,sales,medium,medium
1637,0.09,0.91,6,275,4,0,1,0,hr,medium,low
6480,0.52,0.69,4,164,2,0,0,0,IT,medium,low
4254,0.54,0.6,3,209,2,0,0,0,support,low,low
14236,0.89,0.92,5,242,5,0,1,0,sales,low,low
3317,0.68,0.99,3,247,2,1,0,0,technical,low,low
7798,0.96,0.89,2,239,6,1,0,0,sales,medium,medium
2104,0.17,0.73,5,258,4,0,0,0,technical,medium,medium
3660,0.88,0.59,6,243,4,0,0,0,RandD,high,medium
4815,0.92,0.56,4,170,3,0,0,0,marketing,medium,medium
2648,0.54,0.75,3,240,3,0,0,0,support,medium,low
2042,0.71,0.92,3,202,4,0,0,0,technical,low,medium
821,0.74,0.93,5,244,5,0,1,0,technical,low,low
13842,0.49,0.78,4,254,10,0,0,0,management,high,high
4838,0.46,0.38,6,165,3,0,0,0,accounting,low,medium
3933,0.59,0.73,3,159,3,1,0,0,technical,medium,low
7710,0.66,0.78,4,256,3,0,0,0,accounting,low,medium
12689,0.87,1.0,4,228,5,0,1,0,support,medium,low
5739,0.91,0.87,3,199,3,0,0,0,sales,medium,low
14549,0.39,0.5,2,142,3,0,1,0,hr,medium,low
7907,0.8,0.81,3,199,4,1,0,0,support,medium,low
14342,0.38,0.57,2,140,3,0,1,0,support,low,low
657,0.43,0.55,2,130,3,0,1,0,support,high,low
11376,0.95,0.52,3,183,2,1,0,0,sales,low,low
13664,0.74,0.71,3,206,3,0,0,0,management,high,high
5565,0.84,0.84,6,261,5,0,0,0,product_mng,low,medium
8196,0.5,0.73,5,165,2,0,0,0,accounting,low,low
10111,0.22,0.84,3,131,5,1,0,0,technical,low,medium
5229,0.99,0.99,3,158,2,0,0,0,technical,low,low
4071,0.79,0.97,4,204,3,0,0,0,sales,medium,low
2185,0.73,0.79,4,145,2,1,0,0,support,low,low
926,0.78,0.87,4,236,5,0,1,0,sales,medium,low
9919,0.85,0.81,3,205,3,0,0,0,marketing,high,medium
6841,0.9,0.48,3,213,3,0,0,0,support,low,low
9262,0.85,0.53,3,226,2,0,0,0,accounting,low,low
4251,0.7,0.56,4,182,2,0,0,0,support,low,low
3750,0.93,0.63,4,233,2,0,0,0,sales,low,low
5919,0.31,0.69,3,120,3,0,0,0,technical,low,low
4141,0.74,0.74,5,175,3,0,0,0,sales,low,low
2349,0.67,0.67,4,192,4,0,0,0,IT,low,medium
4694,0.76,0.72,3,242,5,1,0,0,technical,medium,medium
11096,0.29,0.38,5,191,5,0,0,0,management,medium,high
10712,0.96,0.64,3,166,2,0,0,0,accounting,medium,low
8928,0.56,0.86,4,137,2,1,0,0,RandD,high,low
2342,0.96,0.62,5,128,5,0,0,0,support,low,medium
5327,0.65,0.52,4,266,3,1,0,0,IT,medium,medium
2727,0.15,0.56,6,140,5,0,0,0,support,medium,medium
13298,0.55,0.86,4,169,6,0,0,0,IT,medium,medium
13087,0.53,0.81,3,275,2,0,0,0,technical,low,low
3800,0.8,0.6,5,234,2,0,0,0,IT,low,low
12146,0.76,0.92,4,239,5,0,1,0,product_mng,low,low
1059,0.7,0.93,2,310,3,0,1,0,product_mng,low,low
14519,0.41,0.48,2,145,3,0,1,0,accounting,medium,low
2878,0.74,0.59,4,155,3,0,0,0,support,medium,low
1417,0.11,0.96,6,301,5,0,1,0,technical,low,low
7132,0.35,0.58,3,103,3,0,0,0,hr,low,medium
12998,0.67,0.6,5,253,6,0,0,0,sales,medium,medium
12888,0.52,0.37,2,118,2,0,0,0,product_mng,high,low
5794,0.8,0.88,3,154,2,0,0,0,product_mng,medium,low
7931,0.42,0.48,5,191,5,0,0,0,RandD,medium,medium
7196,0.51,0.83,3,133,3,0,0,0,sales,low,low
11054,0.59,0.54,4,178,2,0,0,0,support,medium,low
9521,0.8,0.85,5,253,3,1,0,0,technical,low,low
8878,0.66,0.77,5,236,3,0,0,0,sales,high,low
259,0.11,0.84,6,287,4,0,1,0,accounting,medium,low
12845,0.56,0.99,4,230,3,0,0,0,sales,high,low
12015,0.38,0.54,2,143,3,0,1,0,sales,low,low
6982,0.74,0.54,6,113,3,0,0,0,technical,medium,low
2542,0.94,0.82,3,187,3,0,0,0,sales,low,low
14934,0.44,0.53,2,155,3,0,1,0,product_mng,medium,low
12514,0.83,0.96,5,275,5,0,1,0,support,low,low
4221,0.71,0.99,4,238,4,1,0,0,sales,high,low
6213,0.9,0.8,4,240,3,0,0,0,hr,medium,medium
13189,0.81,0.55,3,199,2,1,0,0,IT,medium,low
326,0.37,0.52,2,157,3,0,1,0,sales,low,low
723,0.38,0.54,2,135,3,0,1,0,technical,medium,low
11543,0.96,0.48,4,198,7,0,0,0,sales,medium,medium
9896,0.76,0.66,5,206,2,0,0,0,support,medium,low
6669,0.56,0.85,5,230,3,0,0,0,accounting,medium,medium
3531,0.9,0.74,4,218,2,1,0,0,sales,medium,low
875,0.11,0.94,6,277,5,0,1,0,technical,low,low
2756,0.87,0.5,3,269,3,0,0,0,marketing,medium,medium
1021,0.8,0.95,3,146,5,0,1,0,hr,low,low
4002,0.34,0.85,4,123,4,0,0,0,hr,medium,medium
13201,0.78,0.55,3,143,3,0,0,0,RandD,low,medium
11342,0.59,0.64,5,123,2,0,0,0,product_mng,low,low
11775,0.66,0.72,4,271,3,0,0,0,sales,low,low
7785,0.65,0.74,4,237,3,1,0,0,sales,low,low
918,0.11,0.85,6,259,4,0,1,0,technical,medium,low
2066,0.81,0.99,5,143,3,0,0,0,marketing,medium,low
10313,0.53,0.85,5,268,3,1,0,0,sales,medium,low
3783,0.85,0.55,4,233,2,1,0,0,technical,low,low
7032,0.6,0.52,4,190,3,0,0,0,sales,medium,low
14824,0.81,0.97,5,243,5,0,1,0,support,medium,low
7702,0.91,0.67,4,206,3,0,0,0,IT,low,low
7268,0.95,0.54,4,255,2,0,0,0,sales,low,low
3642,0.95,0.49,4,269,4,0,0,0,support,medium,medium
9729,0.47,0.41,2,140,3,0,0,0,hr,medium,medium
1361,0.75,0.89,5,272,5,0,1,0,IT,medium,low
5104,0.38,0.5,2,170,3,0,0,0,product_mng,low,low
1152,0.39,0.55,2,152,3,1,1,0,sales,medium,low
422,0.86,1.0,5,257,5,0,1,0,technical,medium,low
3579,0.71,0.36,4,278,4,1,0,0,product_mng,high,medium
2139,0.71,0.76,5,172,2,1,0,0,support,high,low
8725,0.24,0.81,4,217,5,0,0,0,sales,medium,medium
1002,0.42,0.5,2,141,3,0,1,0,sales,medium,low
2773,0.63,0.56,4,248,2,1,0,0,sales,low,low
5603,0.52,0.49,3,146,2,1,0,0,accounting,medium,low
4625,0.78,0.67,4,260,3,0,0,0,technical,medium,low
108,0.71,0.87,3,177,4,0,1,0,hr,medium,low
10235,0.97,0.55,2,267,4,0,0,0,marketing,medium,medium
1774,0.37,0.5,2,142,3,0,1,0,sales,low,low
8111,0.19,0.63,4,233,5,0,0,0,sales,medium,medium
5130,0.49,0.54,6,214,3,0,0,0,sales,high,low
12210,0.43,0.46,2,156,3,0,1,0,technical,low,low
9577,0.66,0.87,4,139,3,0,0,0,technical,medium,low
11519,0.45,0.64,3,169,10,0,0,0,IT,medium,medium
6256,0.82,0.84,5,173,2,0,0,0,RandD,low,low
12936,0.52,0.55,3,225,2,0,0,0,technical,low,low
4172,0.94,0.84,3,210,2,0,0,0,support,low,low
8113,0.75,0.75,5,229,2,1,0,0,sales,medium,low
1458,0.4,0.5,2,136,3,0,1,0,marketing,low,low
1420,0.44,0.57,2,145,3,0,1,0,support,low,low
5062,0.8,0.78,4,234,3,0,0,0,sales,medium,low
8592,0.75,0.82,4,252,3,0,0,0,technical,low,low
9052,0.89,0.65,3,208,2,0,0,0,support,low,low
13648,0.89,0.63,4,270,3,1,0,0,sales,medium,low
11320,0.57,0.82,4,269,2,0,0,0,technical,medium,low
3174,0.71,0.64,4,189,3,0,0,0,technical,medium,low
10811,0.97,0.93,5,137,2,1,0,0,support,low,low
12763,0.39,0.46,2,159,3,0,1,0,sales,medium,low
8613,0.48,0.98,3,259,6,0,0,0,IT,medium,medium
14427,0.36,0.48,2,158,3,0,1,0,IT,low,low
14898,0.1,0.9,7,269,4,0,1,0,accounting,medium,low
7270,0.98,0.86,2,219,4,0,0,0,sales,low,low
4167,0.15,0.94,5,244,6,0,0,0,technical,high,medium
8758,0.9,0.88,5,256,4,0,0,0,support,medium,low
1718,0.44,0.54,2,133,3,0,1,0,technical,low,low
11417,0.16,0.46,6,240,2,0,0,0,product_mng,low,low
4835,0.89,0.91,5,224,3,1,0,0,sales,low,low
14702,0.39,0.51,2,151,3,0,1,0,hr,medium,low
664,0.1,0.77,5,276,4,0,1,0,support,low,low
3309,0.41,0.87,6,262,6,0,0,0,sales,high,medium
11049,0.65,0.83,4,251,2,0,0,0,technical,medium,low
12267,0.45,0.53,2,129,3,0,1,0,technical,high,low
8536,0.53,0.59,3,148,3,0,0,0,IT,medium,low
14806,0.09,0.87,5,263,4,0,1,0,IT,low,low
13692,0.83,0.73,4,157,2,0,0,0,RandD,medium,low
5596,0.62,0.98,4,107,2,0,0,0,sales,low,low
3429,0.53,0.66,3,109,2,0,0,0,RandD,medium,low
2570,0.8,0.96,3,257,5,0,0,0,support,medium,medium
14108,0.73,0.97,3,174,3,0,0,0,sales,low,low
12500,0.91,0.84,5,265,5,0,1,0,technical,medium,low
12944,0.61,0.9,3,224,3,0,0,0,support,low,low
7417,0.2,0.38,6,212,6,0,0,0,sales,high,medium
2529,0.71,0.63,3,254,3,1,0,0,sales,high,low
3949,0.69,0.96,5,164,3,0,0,0,technical,low,low
12639,0.43,0.48,2,153,3,0,1,0,accounting,low,low
11326,0.82,0.71,3,150,3,0,0,0,support,medium,low
1047,0.37,0.49,2,151,3,0,1,0,technical,high,low
13323,0.85,0.94,5,235,4,0,0,0,sales,low,low
7003,0.96,0.54,3,198,3,0,0,0,support,low,low
10308,0.51,0.86,3,198,2,0,0,0,technical,low,low
13432,0.96,0.48,3,202,6,0,0,0,technical,low,medium
6288,0.81,0.88,4,149,3,0,0,0,accounting,medium,low
13818,0.77,0.68,3,214,8,1,0,0,management,high,high
1854,0.43,0.53,2,147,3,0,1,0,sales,medium,low
908,0.92,1.0,5,259,5,0,1,0,IT,low,low
2888,0.66,0.75,4,203,3,1,0,0,IT,low,low
12573,0.36,0.47,2,148,3,0,1,0,technical,medium,low
7291,0.84,0.72,3,256,4,0,0,0,technical,medium,medium
10929,0.18,0.54,6,209,5,1,0,0,sales,low,medium
7986,0.59,0.67,4,271,2,0,0,0,support,medium,low
7102,0.66,0.49,4,194,5,0,0,0,accounting,medium,medium
7074,0.93,0.57,5,143,2,0,0,0,support,medium,low
7350,0.6,0.99,4,160,3,0,0,0,sales,low,low
12538,0.87,1.0,5,261,5,1,1,0,technical,medium,low
522,0.1,0.95,7,289,4,0,1,0,IT,low,low
14531,0.41,0.54,2,153,3,1,1,0,sales,low,low
11812,0.82,0.49,5,210,3,0,0,0,management,high,high
7617,0.59,0.56,5,162,4,0,0,0,IT,low,medium
14093,0.6,0.45,3,104,4,0,0,0,IT,low,medium
10409,0.4,0.58,3,135,3,0,0,0,accounting,low,medium
1285,0.41,0.52,2,127,3,0,1,0,IT,medium,low
6287,0.82,0.62,4,267,3,1,0,0,accounting,medium,medium
2116,0.61,0.85,5,230,3,0,0,0,support,low,low
10009,0.71,0.72,4,137,3,0,0,0,sales,medium,low
13737,0.47,0.76,6,174,10,0,0,0,IT,medium,medium
10354,0.54,0.48,3,158,2,0,0,0,support,medium,low
8698,0.56,0.73,3,226,3,0,0,0,RandD,medium,medium
6457,0.54,0.51,2,176,3,0,0,0,support,high,low
11736,0.23,0.77,5,272,2,0,0,0,sales,low,low
1245,0.1,0.93,6,288,4,0,1,0,sales,medium,low
9352,0.32,0.74,6,205,3,0,0,0,technical,low,low
10443,0.75,0.71,5,147,4,1,0,0,IT,medium,medium
13582,0.94,0.59,3,151,2,0,0,0,sales,low,low
14611,0.91,1.0,5,251,6,0,1,0,sales,low,low
5532,0.58,0.88,3,157,4,0,0,1,technical,low,medium
5806,1.0,0.71,4,216,2,0,0,0,technical,low,low
11221,0.96,0.48,3,202,6,0,0,0,technical,low,medium
4967,0.88,0.96,4,155,2,0,0,0,marketing,medium,low
3737,0.16,0.86,2,215,2,0,0,0,RandD,medium,low
11332,0.73,0.49,4,243,2,0,0,0,technical,low,low
3451,0.72,0.95,4,216,3,0,0,0,sales,low,low
8488,0.66,0.53,4,162,3,0,0,0,sales,low,low
748,0.4,0.5,2,127,3,0,1,0,IT,low,low
390,0.78,1.0,4,253,5,0,1,0,marketing,low,low
12415,0.42,0.48,2,155,3,0,1,0,hr,medium,low
9127,0.76,0.6,5,244,3,1,0,0,technical,low,low
11033,0.75,0.61,3,263,3,0,0,0,sales,low,low
2387,0.74,0.78,5,216,2,0,0,0,sales,low,low
3696,0.7,0.57,4,211,3,0,0,0,hr,high,medium
3041,0.72,0.8,5,244,3,0,0,0,IT,medium,low
2830,0.84,0.92,4,274,3,0,0,0,management,medium,medium
9280,0.93,0.73,4,156,2,0,0,0,support,low,low
13690,0.51,0.8,5,268,3,0,0,0,RandD,medium,medium
12072,0.45,0.49,2,149,3,0,1,0,product_mng,high,low
2526,0.62,0.49,4,218,4,0,0,0,sales,medium,medium
13425,0.5,1.0,5,264,8,0,0,1,accounting,high,medium
6924,0.36,0.93,3,162,5,0,0,0,support,low,medium
6905,0.76,0.78,3,162,3,0,0,0,technical,medium,low
5185,0.62,0.73,4,191,3,0,0,0,RandD,high,medium
11665,0.96,0.85,4,173,3,0,0,0,marketing,high,medium
6451,0.72,0.8,3,213,3,0,0,0,technical,high,low
13776,0.96,0.97,6,137,10,0,0,0,sales,low,medium
12392,0.84,1.0,4,261,5,0,1,0,sales,low,low
10953,0.66,0.76,3,170,3,0,0,0,technical,low,low
1904,0.1,0.78,5,285,4,1,1,0,RandD,medium,low
3153,0.21,0.44,4,163,6,0,0,0,sales,high,medium
3450,0.89,0.58,4,232,2,0,0,0,sales,low,low
7700,0.59,0.97,5,242,3,0,0,0,product_mng,low,low
12320,0.41,0.54,2,153,3,1,1,0,sales,low,low
8873,0.54,0.64,2,128,2,0,0,0,sales,low,low
4401,0.6,0.72,4,267,4,0,0,0,support,low,medium
8517,0.15,0.48,6,218,6,0,0,0,technical,low,medium
3600,0.68,0.41,3,106,6,0,0,0,sales,low,medium
7737,0.26,0.69,4,180,3,1,0,0,accounting,low,medium
14413,0.76,1.0,5,219,5,0,1,0,support,low,low
11345,0.8,0.67,3,178,3,0,0,0,IT,low,low
1708,0.79,0.96,4,257,5,0,1,0,accounting,medium,low
4275,0.88,0.58,5,266,3,1,0,0,marketing,medium,medium
3479,0.59,0.65,4,219,3,1,0,0,technical,low,low
13857,0.88,0.51,3,211,7,0,0,0,sales,medium,medium
9293,0.67,0.71,4,159,2,1,0,0,technical,medium,low
3936,0.74,0.6,3,153,2,0,0,0,technical,low,low
7850,0.97,0.88,4,139,2,0,0,0,product_mng,high,low
3923,0.98,0.66,3,154,2,0,0,0,hr,medium,medium
14003,0.56,0.74,3,265,3,0,0,0,support,medium,low
7362,0.38,0.6,5,145,5,0,0,0,hr,medium,medium
942,0.11,0.89,6,301,4,0,1,0,accounting,low,low
14172,0.9,0.89,4,254,7,0,0,0,product_mng,low,medium
10396,0.66,0.95,5,206,2,0,0,0,sales,medium,low
7526,1.0,0.56,3,182,3,0,0,0,support,medium,low
14637,0.74,0.92,4,261,5,0,1,0,technical,medium,low
14575,0.4,0.5,2,141,3,1,1,0,technical,low,low
3290,0.58,0.75,4,233,2,0,0,0,marketing,low,low
3366,0.67,0.6,3,157,3,0,0,0,marketing,low,medium
2770,0.55,0.9,4,273,2,1,0,0,sales,low,low
3325,0.52,0.54,5,247,4,0,0,0,technical,high,medium
8037,0.14,0.54,5,275,4,1,0,0,sales,high,medium
5153,0.82,0.92,5,198,3,0,0,0,technical,low,low
6737,0.83,0.36,4,242,3,0,0,0,sales,low,low
1633,0.36,0.46,2,130,3,0,1,0,accounting,low,low
2889,0.96,0.69,3,214,2,1,0,0,IT,low,low
13075,0.79,0.65,5,215,2,1,0,0,sales,medium,low
1489,0.4,0.46,2,160,3,0,1,0,technical,low,low
11770,0.88,0.53,3,218,4,0,0,0,sales,low,medium
5152,0.73,0.86,4,133,3,0,0,0,technical,high,low
596,0.86,0.84,5,222,5,0,1,0,IT,low,low
8081,0.77,0.52,4,241,3,0,0,0,product_mng,medium,low
1080,0.86,0.95,4,238,5,0,1,0,sales,medium,low
1703,0.73,0.99,6,206,5,0,1,0,sales,medium,low
13433,0.97,0.84,4,177,6,0,0,0,technical,low,medium
10456,0.55,0.5,5,231,3,0,0,0,marketing,low,medium
941,0.43,0.56,2,136,3,0,1,0,sales,low,low
2159,0.87,0.71,3,132,2,0,0,0,sales,low,low
6564,0.88,0.89,2,201,3,0,0,0,accounting,high,medium
12777,0.11,0.93,6,294,4,0,1,0,sales,medium,low
4936,0.68,0.44,5,152,5,0,0,0,support,low,medium
10408,1.0,0.88,4,252,4,0,0,0,accounting,low,medium
13232,0.56,0.92,4,224,3,0,0,0,sales,medium,low
3567,0.53,0.85,5,161,2,0,0,0,technical,medium,low
5642,0.17,0.59,4,179,4,0,0,0,product_mng,low,low
766,0.75,0.81,5,227,5,0,1,0,technical,medium,low
9792,0.76,0.65,3,254,2,0,0,0,sales,low,low
9489,0.93,0.89,3,262,2,0,0,0,sales,low,low
14423,0.88,1.0,5,219,5,0,1,0,technical,low,low
9308,0.97,0.58,3,200,2,0,0,0,RandD,medium,medium
3623,0.52,0.92,3,150,2,1,0,0,technical,medium,low
2705,0.65,0.86,4,264,2,1,0,0,hr,low,medium
3497,0.74,0.97,2,135,4,0,0,0,IT,medium,medium
6146,0.35,0.59,3,281,2,0,0,0,technical,medium,low
9376,0.6,0.91,4,185,3,1,0,0,product_mng,low,low
12226,0.37,0.46,2,158,3,0,1,0,hr,low,low
11210,0.6,0.54,4,182,6,0,0,0,sales,medium,medium
13940,0.93,0.7,5,231,7,0,0,1,sales,high,medium
9178,0.49,0.73,4,185,3,0,0,0,sales,low,low
4956,0.67,0.57,4,165,3,0,0,0,RandD,low,medium
985,0.11,0.55,2,137,3,1,1,0,RandD,low,low
5768,0.93,0.68,2,150,3,0,0,0,technical,low,low
8841,0.57,0.61,3,112,5,0,0,0,IT,medium,medium
10902,0.76,0.92,3,176,2,0,0,0,IT,medium,low
8207,1.0,0.71,5,186,2,0,0,0,technical,low,low
14046,0.16,0.93,6,218,6,1,0,0,product_mng,high,medium
1683,0.44,0.54,2,135,3,0,1,0,support,low,low
11723,0.54,0.78,3,156,7,0,0,0,sales,medium,medium
9379,0.18,0.85,5,192,3,0,0,0,product_mng,high,low
14677,0.37,0.48,2,134,3,0,1,0,marketing,medium,low
14068,0.79,0.62,5,167,3,0,0,0,sales,low,low
1701,0.09,0.77,6,282,5,0,1,0,sales,medium,low
445,0.09,0.94,6,283,5,0,1,0,IT,low,low
2975,0.95,0.61,3,267,2,0,0,0,RandD,low,medium
2767,0.4,0.47,5,108,3,0,0,0,sales,medium,low
3300,0.73,0.68,5,190,2,0,0,0,sales,medium,low
8072,0.56,0.57,3,205,3,0,0,0,technical,medium,low
6276,0.56,0.73,4,148,3,0,0,0,sales,low,low
4634,0.75,0.76,4,254,4,0,0,0,support,low,low
1337,0.41,0.56,2,143,3,0,1,0,technical,low,low
4341,0.47,0.5,4,159,2,0,0,0,product_mng,low,low
14180,0.6,0.85,3,242,2,0,0,0,IT,low,low
991,0.76,0.91,4,219,5,0,1,0,sales,low,low
3820,0.79,0.54,5,212,4,0,0,0,marketing,medium,medium
13725,0.39,0.52,2,102,8,0,0,0,technical,medium,medium
12278,0.09,0.78,6,254,4,0,1,0,support,low,low
10370,0.98,0.89,5,181,3,0,0,0,product_mng,low,low
762,0.41,0.47,2,131,3,0,1,0,marketing,medium,low
66,0.43,0.54,2,153,3,0,1,0,product_mng,medium,low
6535,0.74,0.68,3,206,2,1,0,0,support,medium,low
11523,0.45,0.42,4,156,7,0,0,0,product_mng,high,medium
14515,0.89,0.87,5,255,5,0,1,0,RandD,medium,low
14376,0.11,0.84,7,296,4,0,1,0,sales,low,low
373,0.36,0.57,2,142,3,0,1,0,product_mng,medium,low
3323,0.84,0.51,4,173,2,0,0,0,technical,low,low
1559,0.77,0.82,4,217,5,0,1,0,hr,medium,low
14353,0.11,0.8,6,256,4,0,1,0,IT,low,low
4426,0.88,0.66,4,133,2,0,0,0,RandD,medium,low
6403,0.68,0.7,5,270,3,0,0,0,product_mng,medium,low
7717,0.14,0.8,5,226,3,0,0,0,sales,medium,low
